"","Andrena_carlini","Andrena_miserabilis","Osmia_atriventris","Osmia_bucephala","Osmia_lignaria","Osmia_pumila","Andrena_violae"
"100001",0.0114901479452055,0.0107817369863014,0.00625531506849314,0.00197151232876711,0.00878151780821917,0.00507185205479452,0.0145701150684932
"100002",0.0078972712328767,0.00795366575342465,0.00457678904109589,0.00180666301369864,0.00723752328767123,0.00394761643835617,0.0110492493150685
"100003",0.0230914191780822,0.0191743232876712,0.0120624328767123,0.00374855890410958,0.0143163835616438,0.0104641095890411,0.0303625863013698
"100004",0.011704,0.0106556164383562,0.00704509589041097,0.00306290410958907,0.00935424657534245,0.00657243835616439,0.0173904657534246
"100005",0.0082282191780822,0.0073155287671233,0.00587918904109588,0.00283844383561643,0.00620053698630135,0.00549092602739726,0.0136008767123288
"100006",0.0322219397260274,0.0253701479452055,0.0202122410958904,0.00748087123287672,0.0170559506849315,0.0176033315068493,0.0431232602739726
"100007",0.0331500821917808,0.0239227397260274,0.0133410410958905,0.00309096986301377,0.016864898630137,0.0130423232876712,0.0426533589041096
"100008",0.0202462684931507,0.0132303780821918,0.0037683287671233,0.000308120547945212,0.0106496876712329,0.00568359452054795,0.0260441424657534
"100009",0.0106898630136986,0.00807301369863014,0.0061312328767123,0.00278657534246574,0.00650712328767122,0.00635465753424655,0.0175652054794521
"100010",0.0346957150684931,0.0306211068493151,0.0253755616438356,0.0110718246575343,0.0234061150684931,0.0219763726027398,0.0478569205479452
"100011",0.0361509863013698,0.0292637479452055,0.0225479890410959,0.00888887123287674,0.0213725753424657,0.0202439287671233,0.0476494630136987
"100012",0.0362158739726027,0.0298454136986301,0.0168495561643836,0.00575979726027398,0.0248533917808219,0.0164552931506849,0.0461732383561644
"100013",0.0316888767123288,0.0234472328767124,0.00843427397260271,0.00177756164383563,0.0210722739726028,0.011118904109589,0.0412521095890411
"100014",0.0195431232876712,0.0139350246575343,0.00831203287671228,0.0033625424657534,0.0117622794520548,0.00971860821917808,0.0298276712328767
"100015",0.0372827178082192,0.0308701150684931,0.0200073205479452,0.00708013150684939,0.0240310356164383,0.0182272438356165,0.0483587506849315
"100016",0.0359575616438356,0.0320191506849314,0.0247650410958904,0.0109088767123288,0.0258637534246575,0.022085095890411,0.0487084931506849
"100017",0.0385133972602739,0.0329973698630136,0.0224559945205479,0.00872355616438358,0.0263913095890411,0.0203253260273972,0.048175501369863
"100018",0.0404013150684932,0.0365378904109589,0.0180456164383561,0.00576416438356164,0.0324299452054795,0.0168719178082192,0.0476782465753425
"100019",0.025243704109589,0.0245019013698631,0.0136482739726027,0.00607785205479444,0.0237040712328768,0.0132807342465753,0.0339100219178082
"100020",0.0219299397260274,0.0196735232876712,0.0144134356164383,0.00734277260273974,0.0181873863013698,0.0143987835616438,0.0344469808219178
"100021",0.0389219726027398,0.0320827397260274,0.0195833424657534,0.00657545205479459,0.0252943561643836,0.0180801095890412,0.0466447123287671
"100022",0.0341846794520548,0.0302556493150685,0.0220467287671233,0.00926452602739725,0.0245088,0.019687495890411,0.0423875506849315
"100023",0.0387269150684931,0.0321817424657533,0.0191511561643836,0.00629041095890404,0.0255893917808219,0.0176320219178082,0.0443631232876712
"100024",0.0435884164383562,0.0380605589041095,0.00761029041095895,0.00157852054794527,0.0361966904109589,0.00908863561643836,0.0442653589041095
