"","Andrena_carlini","Andrena_miserabilis","Osmia_atriventris","Osmia_bucephala","Osmia_lignaria","Osmia_pumila","Andrena_violae"
"100001",0,0,0.0876191968478752,0.0798912037608842,0,0.166698684215732,0.113741213517172
"100002",0,0,0.0585535525010276,0.0438935403482195,0,0.122237726484251,0.017083115803729
"100003",0,0,0.057450019455399,0.0542439877699611,0,0.157228222773987,0.0937156849450964
"100004",0,0,0.0325981784629056,0.0205439449521796,0,0.111479902718323,0
"100005",0,0,0.0232998356924262,0.0136382898627365,0,0.110324112630001,0
"100006",0,0.017677407430053,0.139611374560042,0.137006299064983,0,0.23966936300636,0.177323932197774
"100007",0,0,0,0,0,0.0915349580163919,0.0101362887381558
"100008",0,0,0,0,0,0,0
"100009",0,0,0,0,0,0.0196641933228633,0
"100010",0,0,0.187643570916972,0.175310792320917,0,0.25564561632733,0.173978423643463
"100011",0,0,0.140861698230149,0.13211150859456,0,0.226290363968934,0.147927831059572
"100012",0,0,0.0218011225597285,0.00946458469822598,0,0.106268592430618,0
"100013",0,0,0,0,0,0,0
"100014",0,0,0,0,0,0,0
"100015",0,0,0.0808813689853625,0.0689426891778937,0,0.160497430012205,0.0728181771191203
"100016",0,0,0.154041729812475,0.13720850777549,0,0.213482607464284,0.119474422234204
"100017",0,0,0.121218287844045,0.105304379369601,0,0.185950427172408,0.100208107463071
"100018",0,0,0.0430157237671546,0.0235293053808308,0,0.101706971219908,0
"100019",0,0,0.025953372459067,0.0020249566548558,0,0.0731644212928705,0
"100020",0,0,0,0,0,0.0486199589598924,0
"100021",0,0,0.0536362774588797,0.0389267817654766,0,0.129765571624266,0.0484275501744839
"100022",0,0,0.122671576360371,0.10343302716229,0,0.1775317598274,0.107672120759896
"100023",0,0,0.0609787483713333,0.0450578240654745,0,0.12946639520726,0.0690775371283749
"100024",0,0,0,0,0,0,0
"100025",0,0,0,0,0,0,0
"100026",0,0,0.092180942144127,0.0787537362357121,0,0.169205385689831,0.00830187794700699
"100027",0,0,0.202467521592167,0.180081945580513,0,0.251747608212206,0.1325196746645
"100028",0,0,0.11921215889721,0.0987140739084429,0,0.178536133192337,0.082404903652551
"100029",0,0,0,0,0,0.0606648222377537,0.0474630050523206
"100030",0,0,0,0,0,0.0227656064631877,0.00240068451352604
"100031",0,0,0,0,0,0,0
"100032",0,0,0,0,0,0.00383535906785626,0
"100033",0,0,0,0,0,0.0633458136431096,0
"100034",0,0,0.213610045112045,0.189167172697067,0,0.260139944420736,0.136708941912205
"100035",0,0,0.1659214431397,0.145546756896061,0,0.224255578311564,0.133960814675971
"100036",0,0,0,0,0,0.0456158497442741,0.0682298875471726
"100037",0,0,0,0,0,0.0657467052538776,0.077018493020537
"100038",0,0,0.0438627408732137,0.0320315104650247,0,0.130280925302169,0.0455208636049227
"100039",0,0,0.0352827216201013,0.0247116126575875,0,0.127896143665564,0.0172635147666309
"100040",0,0,0,0,0,0.0586160760716881,0
"100041",0,0,0.0669357805519218,0.0517846588621795,0,0.151313617959962,0.0261477615175667
"100042",0,0,0.0223212811066559,0.0110357745572527,0,0.121995086675411,0.0120830667479366
"100043",0,0,0.168895300442912,0.150178408325823,0,0.230079616337072,0.081685234449732
"100044",0,0,0.184772047538797,0.171915370469409,0,0.262837772541991,0.100745770522961
"100045",0,0,0.0716064540974769,0.0612835068073172,0,0.16159823225237,0.0485141883941123
"100046",0,0,0.122845178742782,0.101487628228968,0,0.189801482530956,0.00229608151380334
"100047",0,0,0.0836874894277725,0.0738470722741206,0,0.19243008626167,0
"100048",0,0,0,0,0,0.113819264913776,0
"100049",0,0,0.0783306288913024,0.0635038047992007,0,0.164321317440267,0
"100050",0,0,0.0655955395361496,0.0553115129976681,0,0.166516673168053,0
"100051",0,0,0,0,0,0.0934297642527314,0
"100052",0,0,0.193573814518905,0.17780212035557,0,0.288417715861473,0
"100053",0.0883774898444094,0.216927070079165,0.394955438463925,0.380936118337636,0.136255099669831,0.492912599013489,0
"100054",0,0,0.0636562471714267,0.0557904009202315,0,0.183147637065358,0
"100055",0,0,0.0319762113046346,0.0229487307626125,0,0.139672127912924,0
"100056",0,0,0,0,0,0.0807067498424794,0
"100057",0,0,0,0,0,0.0775304031329487,0
"100058",0,0.00484314195159896,0.153048809304305,0.140014914110044,0,0.259427059078272,0
"100059",0,0.0257480993393214,0.199184148142205,0.184289885383229,0,0.298543441994578,0
"100060",0,0,0,0,0,0.131428607495229,0
"100061",0,0,0,0,0,0.0990873043040561,0
"100062",0,0,0,0,0,0.0242882602387008,0
"100063",0,0,0,0,0,0.0831276668548144,0
"100064",0,0,0.0549443576475005,0.0420333531688348,0,0.16556324080478,0
"100065",0,0,0.0107152629851803,0.0043492819862696,0,0.149067177669498,0
"100066",0,0,0,0,0,0.0814919436260121,0
"100067",0,0,0,0,0,0.0743504214363797,0
"100068",0,0,0,0,0,0.00387577524125127,0
"100069",0,0,0.0721233959538631,0.0543144049455089,0,0.163896632410497,0
"100070",0,0,0.127024333578083,0.105630339990923,0,0.204878141121959,0
"100071",0,0,0.0479284613325717,0.0355655595284934,0,0.166049447741491,0
"100072",0,0,0,0,0,0.0602456985895804,0
