"","Andrena_carlini","Andrena_miserabilis","Osmia_atriventris","Osmia_bucephala","Osmia_lignaria","Osmia_pumila","Andrena_violae"
"100001",0,0,0.154008565541706,0.138325818052206,0,0.203880299528064,0.0943022979631553
"100002",0,0,0.134023331191393,0.111202992306666,0,0.171254087311179,0.0119343453501354
"100003",0,0,0.130667427633617,0.11747916679885,0,0.194294334409717,0.0618734085597155
"100004",0,0,0.115870832663589,0.0942676108517277,0,0.16376098881263,0
"100005",0,0,0.113762628658708,0.0939643583548874,0,0.166472612279187,0
"100006",0,0,0.196778218339058,0.183543966291176,0,0.261426940483936,0.119600931372458
"100007",0,0,0.0589906020766005,0.0459640464207836,0,0.13778241601605,0
"100008",0,0,0,0,0,0,0
"100009",0,0,0.0276877953303699,0.00980315937783183,0,0.0971067981694949,0
"100010",0,0,0.222743151536969,0.199970833650291,0,0.263837314248317,0.0935322491346356
"100011",0,0,0.186638799229236,0.167725335307148,0,0.243142931371336,0.0804599706359793
"100012",0,0,0.0912853656531856,0.069180818194388,0,0.146931483544435,0
"100013",0,0,0,0,0,0.00830923614706869,0
"100014",0,0,0,0,0,0.035993837835834,0
"100015",0,0,0.129091399152961,0.104339799082211,0,0.174761547972042,0
"100016",0,0,0.183407720777431,0.156979162599698,0,0.220567649482287,0.0330863066863732
"100017",0,0,0.149023119890151,0.125517070999913,0,0.196470716024591,0.0297299989634591
"100018",0,0,0.0885358667041797,0.0623236506484548,0,0.131321426516279,0
"100019",0,0,0.0899025133871001,0.0603966170752116,0,0.123177220040727,0
"100020",0,0,0.0742463381330386,0.0487487308626877,0,0.121041990076916,0
"100021",0,0,0.0993878907725801,0.0731909557383997,0,0.146162432145382,0
"100022",0,0,0.141845790517033,0.114557636800861,0,0.180388784943768,0.0200803891815606
"100023",0,0,0.0860172546617826,0.0626017980903089,0,0.138301330828697,0
"100024",0,0,0,0,0,0,0
"100025",0,0,0,0,0,0.0270078780631424,0
"100026",0,0,0.162263987565838,0.14101390628964,0,0.215043220926717,0
"100027",0,0,0.236445651677295,0.206214816746113,0,0.268845522554307,0.0662687931077351
"100028",0,0,0.162537560889273,0.131857738961327,0,0.197611553696117,0.000370010748686811
"100029",0,0,0.0319031062941688,0.004516918601144,0,0.0765140935314805,0
"100030",0,0,0,0,0,0.0407749708935221,0
"100031",0,0,0,0,0,0.017140241021237,0
"100032",0,0,0.00202997655558534,0,0,0.059201800234982,0
"100033",0,0,0.0624334925130789,0.0402597655094603,0,0.122553733402114,0
"100034",0,0,0.259365037712022,0.227452235616619,0,0.289307622654978,0.0885562116143973
"100035",0,0,0.20990101559846,0.179429392366097,0,0.244248482462577,0.0585192411259925
"100036",0,0,0.0145154794398697,0,0,0.0675427344331517,0
"100037",0,0,0.0233543428110399,0.00151580463214585,0,0.0822002099294284,0.00577653913051357
"100038",0,0,0.0960259306462037,0.0744264236741188,0,0.155928426442079,0
"100039",0,0,0.106027013625835,0.0851578832715638,0,0.167842155929767,0
"100040",0,0,0.0743158083088955,0.0423152174098371,0,0.112996678718789,0
"100041",0,0,0.143503125299395,0.115557079712765,0,0.191651661553983,0
"100042",0,0,0.103436795808379,0.0788804466806692,0,0.164256445417819,0
"100043",0,0,0.209583594356716,0.182403558447455,0,0.251055393048037,0.0174277106926713
"100044",0,0,0.2368103439195,0.214571339366974,0,0.289267622405816,0.0469269741221545
"100045",0,0,0.145418028508887,0.124508329526993,0,0.202833242697072,0.0135063890022007
"100046",0,0,0.216459870538355,0.185838993173104,0,0.25624345223968,0.00396799791625113
"100047",0,0,0.191885328203821,0.166961043491499,0,0.253119596673236,0
"100048",0,0,0.105558004683656,0.083583592671538,0,0.178320213568512,0
"100049",0,0,0.162802034362604,0.136461963887239,0,0.214993792081306,0
"100050",0,0,0.160075147724607,0.137734892256606,0,0.223349884643088,0
"100051",0,0,0.0907961343096773,0.0685739771748429,0,0.150201959175302,0
"100052",0,0,0.324194447543138,0.296677635521449,0,0.379627290049322,0
"100053",0.128624816325311,0.19067488524788,0.522306645103275,0.494166856625296,0.163921398830407,0.574595742021042,0
"100054",0,0,0.190806750423822,0.167217442414787,0,0.257930349763909,0
"100055",0,0,0.133691736479836,0.110959378039653,0,0.198033413176342,0
"100056",0,0,0.0712356357092353,0.0537085674581308,0,0.1552125255204,0
"100057",0,0,0.0963400235253379,0.0721837724708141,0,0.152582046118985,0
"100058",0,0.00798542582936157,0.305833204131093,0.28010845329177,0,0.366854911109015,0
"100059",0,0.00712897567394633,0.344047177727471,0.31493735149235,0,0.394668700949338,0
"100060",0,0,0.154913885396742,0.131495532309474,0,0.227998642019725,0
"100061",0,0,0.103764916312553,0.0825082670050421,0,0.178654643798894,0
"100062",0,0,0.0289868478580669,0.0110324520331996,0,0.116459544404631,0
